episode_id,episode_title,dm_name,transcript_url
1x24,The Feast,MATT,https://criticalrole.fandom.com/wiki/The_Feast/Transcript
1x25,Crimson Diplomacy,MATT,https://criticalrole.fandom.com/wiki/Crimson_Diplomacy/Transcript
1x26,Consequences and Cows,MATT,https://criticalrole.fandom.com/wiki/Consequences_and_Cows/Transcript
1x27,The Path to Whitestone,MATT,https://criticalrole.fandom.com/wiki/The_Path_to_Whitestone/Transcript
1x28,The Sun Tree,MATT,https://criticalrole.fandom.com/wiki/The_Sun_Tree_(episode)/Transcript
1x29,Whispers,MATT,https://criticalrole.fandom.com/wiki/Whispers/Transcript
1x30,Stoke the Flames,MATT,https://criticalrole.fandom.com/wiki/Stoke_the_Flames/Transcript
1x31,Gunpowder Plot,MATT,https://criticalrole.fandom.com/wiki/Gunpowder_Plot/Transcript
1x32,Against the Tide of Bone,MATT,https://criticalrole.fandom.com/wiki/Against_the_Tide_of_Bone/Transcript
1x33,Reunions,MATT,https://criticalrole.fandom.com/wiki/Reunions/Transcript
1x34,Race to the Ziggurat,MATT,https://criticalrole.fandom.com/wiki/Race_to_the_Ziggurat/Transcript
1x35,Denouement,MATT,https://criticalrole.fandom.com/wiki/Denouement/Transcript
1x36,Winter's Crest in Whitestone,MATT,https://criticalrole.fandom.com/wiki/Winter%27s_Crest_in_Whitestone/Transcript
1x37,A Musician's Nostalgia,MATT,https://criticalrole.fandom.com/wiki/A_Musician%27s_Nostalgia/Transcript
1x38,Echoes of the Past,MATT,https://criticalrole.fandom.com/wiki/Echoes_of_the_Past/Transcript
1x39,Omens,MATT,https://criticalrole.fandom.com/wiki/Omens/Transcript
1x40,Desperate Measures,MATT,https://criticalrole.fandom.com/wiki/Desperate_Measures/Transcript
1x41,In Ruins,MATT,https://criticalrole.fandom.com/wiki/In_Ruins/Transcript
1x42,Dangerous Dealings,MATT,https://criticalrole.fandom.com/wiki/Dangerous_Dealings/Transcript
1x43,Return to Vasselheim,MATT,https://criticalrole.fandom.com/wiki/Return_to_Vasselheim/Transcript
1x44,The Sunken Tomb,MATT,https://criticalrole.fandom.com/wiki/The_Sunken_Tomb/Transcript
1x45,Those Who Walk Away,MATT,https://criticalrole.fandom.com/wiki/Those_Who_Walk_Away/Transcript
1x46,Cindergrove Revisited,MATT,https://criticalrole.fandom.com/wiki/Cindergrove_Revisited/Transcript
1x47,The Family Business,MATT,https://criticalrole.fandom.com/wiki/The_Family_Business/Transcript
1x48,Into the Frostweald,MATT,https://criticalrole.fandom.com/wiki/Into_the_Frostweald/Transcript
1x49,A Name Is Earned,MATT,https://criticalrole.fandom.com/wiki/A_Name_Is_Earned/Transcript
1x50,Best Laid Plans...,MATT,https://criticalrole.fandom.com/wiki/Best_Laid_Plans.../Transcript
1x51,Test of Pride,MATT,https://criticalrole.fandom.com/wiki/Test_of_Pride/Transcript
1x52,The Kill Box,MATT,https://criticalrole.fandom.com/wiki/The_Kill_Box/Transcript
1x53,"At Dawn, We Plan!",MATT,"https://criticalrole.fandom.com/wiki/At_Dawn,_We_Plan!/Transcript"
1x54,In the Belly of the Beast,MATT,https://criticalrole.fandom.com/wiki/In_the_Belly_of_the_Beast/Transcript
1x55,Umbrasyl,MATT,https://criticalrole.fandom.com/wiki/Umbrasyl_(episode)/Transcript
1x56,Hope,MATT,https://criticalrole.fandom.com/wiki/Hope/Transcript
1x57,Duskmeadow,MATT,https://criticalrole.fandom.com/wiki/Duskmeadow/Transcript
1x58,A Cycle of Vengeance,MATT,https://criticalrole.fandom.com/wiki/A_Cycle_of_Vengeance/Transcript
1x59,The Feywild,MATT,https://criticalrole.fandom.com/wiki/The_Feywild/Transcript
1x60,Heredity and Hats,MATT,https://criticalrole.fandom.com/wiki/Heredity_and_Hats/Transcript
1x61,Denizens of the Moonbrush,MATT,https://criticalrole.fandom.com/wiki/Denizens_of_the_Moonbrush/Transcript
1x62,Uninviting Waters,MATT,https://criticalrole.fandom.com/wiki/Uninviting_Waters/Transcript
1x63,The Echo Tree,MATT,https://criticalrole.fandom.com/wiki/The_Echo_Tree/Transcript
1x64,The Frigid Doom,MATT,https://criticalrole.fandom.com/wiki/The_Frigid_Doom/Transcript
1x65,The Streets of Ank'Harel,MATT,https://criticalrole.fandom.com/wiki/The_Streets_of_Ank%27Harel/Transcript
1x66,A Traveler's Gamble,MATT,https://criticalrole.fandom.com/wiki/A_Traveler%27s_Gamble/Transcript
1x67,The Chase to Glintshore,MATT,https://criticalrole.fandom.com/wiki/The_Chase_to_Glintshore/Transcript
1x68,Cloak and Dagger,MATT,https://criticalrole.fandom.com/wiki/Cloak_and_Dagger/Transcript
1x69,Passed Through Fire,MATT,https://criticalrole.fandom.com/wiki/Passed_Through_Fire/Transcript
1x70,Trust,MATT,https://criticalrole.fandom.com/wiki/Trust/Transcript
1x71,Vorugal,MATT,https://criticalrole.fandom.com/wiki/Vorugal/Transcript
1x72,The Elephant in the Room,MATT,https://criticalrole.fandom.com/wiki/The_Elephant_in_the_Room/Transcript
1x73,The Coming Storm,MATT,https://criticalrole.fandom.com/wiki/The_Coming_Storm/Transcript
1x74,Path of Brass,MATT,https://criticalrole.fandom.com/wiki/Path_of_Brass/Transcript
1x75,Where the Cards Fall,MATT,https://criticalrole.fandom.com/wiki/Where_the_Cards_Fall/Transcript
1x76,Brawl in the Arches,MATT,https://criticalrole.fandom.com/wiki/Brawl_in_the_Arches/Transcript
1x77,Clash at Daxio,MATT,https://criticalrole.fandom.com/wiki/Clash_at_Daxio/Transcript
1x78,The Siege of Emon,MATT,https://criticalrole.fandom.com/wiki/The_Siege_of_Emon/Transcript
1x79,Thordak,MATT,https://criticalrole.fandom.com/wiki/Thordak_(episode)/Transcript
1x80,Raishan,MATT,https://criticalrole.fandom.com/wiki/Raishan_(episode)/Transcript
1x81,What Lies Beneath the Surface,MATT,https://criticalrole.fandom.com/wiki/What_Lies_Beneath_the_Surface/Transcript
1x82,Deadly Echoes,MATT,https://criticalrole.fandom.com/wiki/Deadly_Echoes/Transcript
1x83,The Deceiver's Stand,MATT,https://criticalrole.fandom.com/wiki/The_Deceiver%27s_Stand/Transcript
1x84,Loose Ends,MATT,https://criticalrole.fandom.com/wiki/Loose_Ends/Transcript
1x85,A Bard's Lament,MATT,https://criticalrole.fandom.com/wiki/A_Bard%27s_Lament/Transcript
1x86,Daring Days,MATT,https://criticalrole.fandom.com/wiki/Daring_Days/Transcript
1x87,Onward to Vesrah,MATT,https://criticalrole.fandom.com/wiki/Onward_to_Vesrah/Transcript
1x88,Tangled Depths,MATT,https://criticalrole.fandom.com/wiki/Tangled_Depths/Transcript
1x89,Curious Tides,MATT,https://criticalrole.fandom.com/wiki/Curious_Tides/Transcript
1x90,Voice of the Tempest,MATT,https://criticalrole.fandom.com/wiki/Voice_of_the_Tempest/Transcript
1x91,Vox Machina Go to Hell,MATT,https://criticalrole.fandom.com/wiki/Vox_Machina_Go_to_Hell/Transcript
1x92,Deals in the Dark,MATT,https://criticalrole.fandom.com/wiki/Deals_in_the_Dark/Transcript
1x93,Bats Out of Hell,MATT,https://criticalrole.fandom.com/wiki/Bats_Out_of_Hell/Transcript
1x94,Jugs and Rods,MATT,https://criticalrole.fandom.com/wiki/Jugs_and_Rods/Transcript
1x95,One Year Later...,MATT,https://criticalrole.fandom.com/wiki/One_Year_Later.../Transcript
1x96,Family Matters,MATT,https://criticalrole.fandom.com/wiki/Family_Matters/Transcript
1x97,"Taryon, My Wayward Son",MATT,"https://criticalrole.fandom.com/wiki/Taryon,_My_Wayward_Son/Transcript"
1x98,The Mines of the Many,MATT,https://criticalrole.fandom.com/wiki/The_Mines_of_the_Many/Transcript
1x99,Masquerade,MATT,https://criticalrole.fandom.com/wiki/Masquerade/Transcript
1x100,Unfinished Business,MATT,https://criticalrole.fandom.com/wiki/Unfinished_Business/Transcript
1x101,Thar Amphala,MATT,https://criticalrole.fandom.com/wiki/Thar_Amphala/Transcript
1x102,Race to the Tower,MATT,https://criticalrole.fandom.com/wiki/Race_to_the_Tower/Transcript
1x103,The Fate-Touched,MATT,https://criticalrole.fandom.com/wiki/The_Fate-Touched/Transcript
1x104,Elysium,MATT,https://criticalrole.fandom.com/wiki/Elysium/Transcript
1x105,The Fear of Isolation,MATT,https://criticalrole.fandom.com/wiki/The_Fear_of_Isolation/Transcript
1x106,The Endless Atheneum,MATT,https://criticalrole.fandom.com/wiki/The_Endless_Atheneeum/Transcript
1x107,Scaldseat,MATT,https://criticalrole.fandom.com/wiki/Scaldseat_(episode)/Transcript
1x108,The Core Anvil,MATT,https://criticalrole.fandom.com/wiki/The_Core_Anvil/Transcript
1x109,The Ominous March,MATT,https://criticalrole.fandom.com/wiki/The_Ominous_March/Transcript
1x110,The Climb Within,MATT,https://criticalrole.fandom.com/wiki/The_Climb_Within/Transcript
1x111,Shadows of Thomara,MATT,https://criticalrole.fandom.com/wiki/Shadows_of_Thomara/Transcript
1x112,Dark Dealings,MATT,https://criticalrole.fandom.com/wiki/Dark_Dealings/Transcript
1x113,The Final Ascent,MATT,https://criticalrole.fandom.com/wiki/The_Final_Ascent/Transcript
1x114,"Vecna, the Ascended",MATT,"https://criticalrole.fandom.com/wiki/Vecna,_the_Ascended/Transcript"
1x115,The Chapter Closes,MATT,https://criticalrole.fandom.com/wiki/The_Chapter_Closes/Transcript
2x01,Curious Beginnings,MATT,https://criticalrole.fandom.com/wiki/Curious_Beginnings/Transcript
2x02,A Show of Scrutiny,MATT,https://criticalrole.fandom.com/wiki/A_Show_of_Scrutiny/Transcript
2x03,The Midnight Chase,MATT,https://criticalrole.fandom.com/wiki/The_Midnight_Chase/Transcript
2x04,Disparate Pieces,MATT,https://criticalrole.fandom.com/wiki/Disparate_Pieces/Transcript
2x05,The Open Road,MATT,https://criticalrole.fandom.com/wiki/The_Open_Road/Transcript
2x06,The Howling Mines,MATT,https://criticalrole.fandom.com/wiki/The_Howling_Mines/Transcript
2x07,Hush,MATT,https://criticalrole.fandom.com/wiki/Hush/Transcript
2x08,The Gates of Zadash,MATT,https://criticalrole.fandom.com/wiki/The_Gates_of_Zadash/Transcript
2x09,Steam and Conversation,MATT,https://criticalrole.fandom.com/wiki/Steam_and_Conversation/Transcript
2x10,Waste and Webs,MATT,https://criticalrole.fandom.com/wiki/Waste_and_Webs/Transcript
2x11,Zemnian Nights,MATT,https://criticalrole.fandom.com/wiki/Zemnian_Nights/Transcript
2x12,Midnight Espionage,MATT,https://criticalrole.fandom.com/wiki/Midnight_Espionage/Transcript
2x13,Lost & Found,MATT,https://criticalrole.fandom.com/wiki/Lost_%26_Found/Transcript
2x14,Fleeting Memories,MATT,https://criticalrole.fandom.com/wiki/Fleeting_Memories/Transcript
2x15,Where The River Goes,MATT,https://criticalrole.fandom.com/wiki/Where_The_River_Goes/Transcript
2x16,A Favor in Kind,MATT,https://criticalrole.fandom.com/wiki/A_Favor_in_Kind/Transcript
2x17,Harvest Close,MATT,https://criticalrole.fandom.com/wiki/Harvest_Close/Transcript
2x18,Whispers of War,MATT,https://criticalrole.fandom.com/wiki/Whispers_of_War/Transcript
2x19,The Gentleman's Path,MATT,https://criticalrole.fandom.com/wiki/The_Gentleman%27s_Path/Transcript
2x20,Labenda Awaits,MATT,https://criticalrole.fandom.com/wiki/Labenda_Awaits/Transcript
2x21,Stalker in the Swamp,MATT,https://criticalrole.fandom.com/wiki/Stalker_in_the_Swamp/Transcript
2x22,Lost Treasures,MATT,https://criticalrole.fandom.com/wiki/Lost_Treasures/Transcript
2x23,"Have Bird, Will Travel",MATT,"https://criticalrole.fandom.com/wiki/Have_Bird,_Will_Travel/Transcript"
2x24,The Hour of Honor,MATT,https://criticalrole.fandom.com/wiki/The_Hour_of_Honor/Transcript
2x25,Divergent Paths,MATT,https://criticalrole.fandom.com/wiki/Divergent_Paths/Transcript
2x26,Found & Lost,MATT,https://criticalrole.fandom.com/wiki/Found_%26_Lost/Transcript
2x27,Converging Fury,MATT,https://criticalrole.fandom.com/wiki/Converging_Fury/Transcript
2x28,Within the Nest,MATT,https://criticalrole.fandom.com/wiki/Within_the_Nest/Transcript
2x29,The Stalking Nightmare,MATT,https://criticalrole.fandom.com/wiki/The_Stalking_Nightmare/Transcript
2x30,The Journey Home,MATT,https://criticalrole.fandom.com/wiki/The_Journey_Home/Transcript
2x31,Commerce & Chaos,MATT,https://criticalrole.fandom.com/wiki/Commerce_%26_Chaos/Transcript
2x32,Beyond the Boundaries,MATT,https://criticalrole.fandom.com/wiki/Beyond_the_Boundaries/Transcript
2x33,The Ruby and the Sapphire,MATT,https://criticalrole.fandom.com/wiki/The_Ruby_and_the_Sapphire/Transcript
2x34,Encroaching Waters,MATT,https://criticalrole.fandom.com/wiki/Encroaching_Waters/Transcript
2x35,Dockside Diplomacy,MATT,https://criticalrole.fandom.com/wiki/Dockside_Diplomacy/Transcript
2x36,"O Captain, Who's Captain?",MATT,"https://criticalrole.fandom.com/wiki/O_Captain,_Who%27s_Captain%3F/Transcript"
2x37,Dangerous Liaisons,MATT,https://criticalrole.fandom.com/wiki/Dangerous_Liaisons/Transcript
2x38,Welcome to the Jungle,MATT,https://criticalrole.fandom.com/wiki/Welcome_to_the_Jungle/Transcript
2x39,Temple of the False Serpent,MATT,https://criticalrole.fandom.com/wiki/Temple_of_the_False_Serpent/Transcript
2x40,Dubious Pursuits,MATT,https://criticalrole.fandom.com/wiki/Dubious_Pursuits/Transcript
2x41,A Pirate's Life for Me,MATT,https://criticalrole.fandom.com/wiki/A_Pirate%27s_Life_for_Me/Transcript
2x42,A Hole In the Plan,MATT,https://criticalrole.fandom.com/wiki/A_Hole_In_the_Plan/Transcript
2x43,In Hot Water,MATT,https://criticalrole.fandom.com/wiki/In_Hot_Water/Transcript
2x44,The Diver's Grave,MATT,https://criticalrole.fandom.com/wiki/The_Diver%27s_Grave/Transcript
2x45,The Stowaway,MATT,https://criticalrole.fandom.com/wiki/The_Stowaway/Transcript
2x46,A Storm of Memories,MATT,https://criticalrole.fandom.com/wiki/A_Storm_of_Memories/Transcript
2x47,The Second Seal,MATT,https://criticalrole.fandom.com/wiki/The_Second_Seal/Transcript
2x48,Homeward Bound,MATT,https://criticalrole.fandom.com/wiki/Homeward_Bound/Transcript
2x49,A Game of Names,MATT,https://criticalrole.fandom.com/wiki/A_Game_of_Names/Transcript
2x50,The Endless Burrows,MATT,https://criticalrole.fandom.com/wiki/The_Endless_Burrows/Transcript
2x51,Xhorhas,MATT,https://criticalrole.fandom.com/wiki/Xhorhas_(episode)/Transcript
2x52,Feral Business,MATT,https://criticalrole.fandom.com/wiki/Feral_Business/Transcript
2x53,Cornered,MATT,https://criticalrole.fandom.com/wiki/Cornered/Transcript
2x54,Well Beneath,MATT,https://criticalrole.fandom.com/wiki/Well_Beneath/Transcript
2x55,Duplicity,MATT,https://criticalrole.fandom.com/wiki/Duplicity/Transcript
2x56,The Favor,MATT,https://criticalrole.fandom.com/wiki/The_Favor/Transcript
2x57,In Love and War,MATT,https://criticalrole.fandom.com/wiki/In_Love_and_War/Transcript
2x58,Wood and Steel,MATT,https://criticalrole.fandom.com/wiki/Wood_and_Steel/Transcript
2x59,Perspective,MATT,https://criticalrole.fandom.com/wiki/Perspective/Transcript
2x60,A Turtle By Any Other Name,MATT,https://criticalrole.fandom.com/wiki/A_Turtle_By_Any_Other_Name/Transcript
2x61,Agreements,MATT,https://criticalrole.fandom.com/wiki/Agreements/Transcript
2x62,Domestic Respite,MATT,https://criticalrole.fandom.com/wiki/Domestic_Respite/Transcript
2x63,Intervention,MATT,https://criticalrole.fandom.com/wiki/Intervention/Transcript
2x64,A Dangerous Chase,MATT,https://criticalrole.fandom.com/wiki/A_Dangerous_Chase/Transcript
2x65,Chases and Trees,MATT,https://criticalrole.fandom.com/wiki/Chases_and_Trees/Transcript
2x66,Beneath Bazzoxan,MATT,https://criticalrole.fandom.com/wiki/Beneath_Bazzoxan/Transcript
2x67,Beyond the Eyes of Angels,MATT,https://criticalrole.fandom.com/wiki/Beyond_the_Eyes_of_Angels/Transcript
2x68,Reflections,MATT,https://criticalrole.fandom.com/wiki/Reflections/Transcript
2x69,The King's Cage,MATT,https://criticalrole.fandom.com/wiki/The_King%27s_Cage/Transcript
2x70,Causatum,MATT,https://criticalrole.fandom.com/wiki/Causatum/Transcript
2x71,Family Gathering,MATT,https://criticalrole.fandom.com/wiki/Family_Gathering/Transcript
2x72,Clay and Dust,MATT,https://criticalrole.fandom.com/wiki/Clay_and_Dust/Transcript
2x73,Uthodurn,MATT,https://criticalrole.fandom.com/wiki/Uthodurn_(episode)/Transcript
2x74,Manifold Morals,MATT,https://criticalrole.fandom.com/wiki/Manifold_Morals/Transcript
2x75,Rime and Reason,MATT,https://criticalrole.fandom.com/wiki/Rime_and_Reason/Transcript
2x76,Refjorged,MATT,https://criticalrole.fandom.com/wiki/Refjorged/Transcript
2x77,A Tangled Web,MATT,https://criticalrole.fandom.com/wiki/A_Tangled_Web/Transcript
2x78,Between the Lines,MATT,https://criticalrole.fandom.com/wiki/Between_the_Lines/Transcript
2x79,Through the Trees,MATT,https://criticalrole.fandom.com/wiki/Through_the_Trees/Transcript
2x80,The Folding Halls,MATT,https://criticalrole.fandom.com/wiki/The_Folding_Halls/Transcript
2x81,From Door to Door,MATT,https://criticalrole.fandom.com/wiki/From_Door_to_Door/Transcript
2x82,The Beat of the Permaheart,MATT,https://criticalrole.fandom.com/wiki/The_Beat_of_the_Permaheart/Transcript
2x83,Dark Bargains,MATT,https://criticalrole.fandom.com/wiki/Dark_Bargains/Transcript
2x84,Titles and Tattoos,MATT,https://criticalrole.fandom.com/wiki/Titles_and_Tattoos/Transcript
2x85,The Threads Converge,MATT,https://criticalrole.fandom.com/wiki/The_Threads_Converge/Transcript
2x86,The Cathedral,MATT,https://criticalrole.fandom.com/wiki/The_Cathedral/Transcript
2x87,Punishment and Politics,MATT,https://criticalrole.fandom.com/wiki/Punishment_and_Politics/Transcript
2x88,Unwanted Reunions,MATT,https://criticalrole.fandom.com/wiki/Unwanted_Reunions/Transcript
2x89,Lingering Wounds,MATT,https://criticalrole.fandom.com/wiki/Lingering_Wounds/Transcript
2x90,Bathhouses and Bastions,MATT,https://criticalrole.fandom.com/wiki/Bathhouses_and_Bastions/Transcript
2x91,Stone to Clay,MATT,https://criticalrole.fandom.com/wiki/Stone_to_Clay/Transcript
2x92,Home is Where the Heart Is,MATT,https://criticalrole.fandom.com/wiki/Home_is_Where_the_Heart_Is/Transcript
2x93,Misery Loves Company,MATT,https://criticalrole.fandom.com/wiki/Misery_Loves_Company/Transcript
2x94,With Great Power...,MATT,https://criticalrole.fandom.com/wiki/With_Great_Power.../Transcript
2x95,Blessing in Disguise,MATT,https://criticalrole.fandom.com/wiki/Blessing_in_Disguise/Transcript
2x96,Family Shatters,MATT,https://criticalrole.fandom.com/wiki/Family_Shatters/Transcript
2x97,The Fancy and the Fooled,MATT,https://criticalrole.fandom.com/wiki/The_Fancy_and_the_Fooled/Transcript
2x98,Dark Waters,MATT,https://criticalrole.fandom.com/wiki/Dark_Waters/Transcript
2x99,"High Seas, High Stakes",MATT,"https://criticalrole.fandom.com/wiki/High_Seas,_High_Stakes/Transcript"
2x100,Hunted at Sea,MATT,https://criticalrole.fandom.com/wiki/Hunted_at_Sea/Transcript
2x101,"Mysteries, Memories, and Music",MATT,"https://criticalrole.fandom.com/wiki/Mysteries,_Memories,_and_Music/Transcript"
2x102,"Ghosts, Dinosaurs, and Stuff",MATT,"https://criticalrole.fandom.com/wiki/Ghosts,_Dinosaurs,_and_Stuff/Transcript"
2x103,Maritime Mysteries,MATT,https://criticalrole.fandom.com/wiki/Maritime_Mysteries/Transcript
2x104,The Ruined Sliver,MATT,https://criticalrole.fandom.com/wiki/The_Ruined_Sliver/Transcript
2x105,Rumble at Rumblecusp,MATT,https://criticalrole.fandom.com/wiki/Rumble_at_Rumblecusp/Transcript
2x106,A Fog Lifted,MATT,https://criticalrole.fandom.com/wiki/A_Fog_Lifted/Transcript
2x107,Devoutness and Dicks,MATT,https://criticalrole.fandom.com/wiki/Devoutness_and_Dicks/Transcript
2x108,Traveler Con,MATT,https://criticalrole.fandom.com/wiki/Traveler_Con_(episode)/Transcript
2x109,Frigid Propositions,MATT,https://criticalrole.fandom.com/wiki/Frigid_Propositions/Transcript
2x110,Dinner with the Devil,MATT,https://criticalrole.fandom.com/wiki/Dinner_with_the_Devil/Transcript
2x111,New Homes and Old Friends,MATT,https://criticalrole.fandom.com/wiki/New_Homes_and_Old_Friends/Transcript
2x112,The Chase Begins,MATT,https://criticalrole.fandom.com/wiki/The_Chase_Begins/Transcript
2x113,A Heart Grown Cold,MATT,https://criticalrole.fandom.com/wiki/A_Heart_Grown_Cold/Transcript
2x114,An Open Window,MATT,https://criticalrole.fandom.com/wiki/An_Open_Window/Transcript
2x115,Fetching Fables & Frosty Friends,MATT,https://criticalrole.fandom.com/wiki/Fetching_Fables_%26_Frosty_Friends/Transcript
2x116,Under Timeless Ice,MATT,https://criticalrole.fandom.com/wiki/Under_Timeless_Ice/Transcript
2x117,The Tortoise and The Dare,MATT,https://criticalrole.fandom.com/wiki/The_Tortoise_and_The_Dare/Transcript
2x118,Solace Between the Secrets,MATT,https://criticalrole.fandom.com/wiki/Solace_Between_the_Secrets/Transcript
2x119,Malice and Mystery Below,MATT,https://criticalrole.fandom.com/wiki/Malice_and_Mystery_Below/Transcript
2x120,Contentious Company,MATT,https://criticalrole.fandom.com/wiki/Contentious_Company/Transcript
2x121,Ice and Fire,MATT,https://criticalrole.fandom.com/wiki/Ice_and_Fire/Transcript
2x122,"Nothing Ventured, Nothing Gained",MATT,"https://criticalrole.fandom.com/wiki/Nothing_Ventured,_Nothing_Gained/Transcript"
2x123,Fair-weather Faith,MATT,https://criticalrole.fandom.com/wiki/Fair-weather_Faith/Transcript
2x124,A Walk to Warmer Welcomes,MATT,https://criticalrole.fandom.com/wiki/A_Walk_to_Warmer_Welcomes/Transcript
2x125,The Neverending Day,MATT,https://criticalrole.fandom.com/wiki/The_Neverending_Day/Transcript
2x126,Worth Fighting For,MATT,https://criticalrole.fandom.com/wiki/Worth_Fighting_For/Transcript
2x127,"Sarsaparilla, Licorice, and Red Hot",MATT,"https://criticalrole.fandom.com/wiki/Sarsaparilla,_Licorice,_and_Red_Hot/Transcript"
2x128,Cat and Mouse,MATT,https://criticalrole.fandom.com/wiki/Cat_and_Mouse/Transcript
2x129,Between a Ball and a Hot Place,MATT,https://criticalrole.fandom.com/wiki/Between_a_Ball_and_a_Hot_Place/Transcript
2x130,The Calm Before the Storm,MATT,https://criticalrole.fandom.com/wiki/The_Calm_Before_the_Storm/Transcript
2x131,Into the Eye,MATT,https://criticalrole.fandom.com/wiki/Into_the_Eye/Transcript
2x132,Aeor,MATT,https://criticalrole.fandom.com/wiki/Aeor_(episode)/Transcript
2x133,Hunter and Hunted,MATT,https://criticalrole.fandom.com/wiki/Hunter_and_Hunted/Transcript
2x134,The Streets of the Forgotten,MATT,https://criticalrole.fandom.com/wiki/The_Streets_of_the_Forgotten/Transcript
2x135,The Genesis Ward,MATT,https://criticalrole.fandom.com/wiki/The_Genesis_Ward/Transcript
2x136,Hell or High Water,MATT,https://criticalrole.fandom.com/wiki/Hell_or_High_Water/Transcript
2x137,Welcome to Cognouza,MATT,https://criticalrole.fandom.com/wiki/Welcome_to_Cognouza/Transcript
2x138,Where There Is a Will...,MATT,https://criticalrole.fandom.com/wiki/Where_There_Is_a_Will.../Transcript
2x139,Rebirth,MATT,https://criticalrole.fandom.com/wiki/Rebirth/Transcript
2x140,Long May He Reign,MATT,https://criticalrole.fandom.com/wiki/Long_May_He_Reign/Transcript
2x141,Fond Farewells,MATT,https://criticalrole.fandom.com/wiki/Fond_Farewells/Transcript
3x01,The Draw of Destiny,MATT,https://criticalrole.fandom.com/wiki/The_Draw_of_Destiny/Transcript
3x02,Trial by Firelight,MATT,https://criticalrole.fandom.com/wiki/Trial_by_Firelight/Transcript
3x03,The Trail and the Toll,MATT,https://criticalrole.fandom.com/wiki/The_Trail_and_the_Toll/Transcript
3x04,On the Trail of a Killer,MATT,https://criticalrole.fandom.com/wiki/On_the_Trail_of_a_Killer/Transcript
3x05,The Threat Between the Walls,MATT,https://criticalrole.fandom.com/wiki/The_Threat_Between_the_Walls/Transcript
3x06,Growing Bonds and Teasing Threads,MATT,https://criticalrole.fandom.com/wiki/Growing_Bonds_and_Teasing_Threads/Transcript
3x07,Behind the Curtain,MATT,https://criticalrole.fandom.com/wiki/Behind_the_Curtain/Transcript
3x08,A Woodworker's Quandary,MATT,https://criticalrole.fandom.com/wiki/A_Woodworker%27s_Quandary/Transcript
3x09,Thicker Grows the Meal and Plot,MATT,https://criticalrole.fandom.com/wiki/Thicker_Grows_the_Meal_and_Plot/Transcript
3x10,"Ghosts, Dates, and Darker Fates",MATT,"https://criticalrole.fandom.com/wiki/Ghosts,_Dates,_and_Darker_Fates/Transcript"
3x11,Chasing Nightmares,MATT,https://criticalrole.fandom.com/wiki/Chasing_Nightmares/Transcript
3x12,Make It Fashion,MATT,https://criticalrole.fandom.com/wiki/Make_It_Fashion/Transcript
3x13,A Dance of Deception,MATT,https://criticalrole.fandom.com/wiki/A_Dance_of_Deception/Transcript
